Dec 10 10:58:52.977 VTTY: Console port: waiting connection on tcp port 5004 for protocol IPv4 (FD 10)
Dec 10 10:58:52.981 slot0: C/H/S settings = 0/4/32
Dec 10 10:58:52.981 slot1: C/H/S settings = 0/4/32
Dec 10 10:58:53.205 C3745_BOOT: starting instance (CPU0 PC=0xffffffffbfc00000,idle_pc=0x0,JIT on)
Dec 10 10:58:53.205 CPU0: CPU_STATE: Starting CPU (old state=2)...
Dec 10 10:58:53.378 ROM: Microcode has started.
Dec 10 10:58:53.383 ROM: trying to read bootvar 'WARM_REBOOT'
Dec 10 10:58:53.385 CPU0: IO_FPGA: write to unknown addr 0x30, value=0x0, pc=0xffffffff80a76f68 (size=1)
Dec 10 10:58:53.385 CPU0: IO_FPGA: read from unknown addr 0x30, pc=0xffffffff80a76f7c (size=1)
Dec 10 10:58:53.462 CPU0: IO_FPGA: read from unknown addr 0x6, pc=0x6023fca4 (size=2)
Dec 10 10:58:53.463 CPU0: IO_FPGA: read from unknown addr 0x10000a, pc=0x602475a0 (size=2)
Dec 10 10:58:53.463 CPU0: IO_FPGA: write to unknown addr 0x10000a, value=0x0, pc=0x602475b0 (size=2)
Dec 10 10:58:53.463 ROM: unhandled syscall 0x00000047 at pc=0x60a786fc (a1=0x80007db4,a2=0x00000010,a3=0xbfb00000)
Dec 10 10:58:54.137 ROM: trying to read bootvar 'RANDOM_NUM'
Dec 10 10:58:54.159 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x20, pc=0x60254a54 (size=2)
Dec 10 10:58:54.161 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x602478b4 (size=2)
Dec 10 10:58:55.998 ROM: unhandled syscall 0x0000003e at pc=0x60a786fc (a1=0x80007da4,a2=0x00002580,a3=0x64250000)
Dec 10 10:58:55.998 ROM: unhandled syscall 0x00000047 at pc=0x60a786fc (a1=0x80007dac,a2=0x00000000,a3=0x64250000)
Dec 10 10:58:56.344 ROM: trying to read bootvar 'BOOT'
Dec 10 10:58:56.344 ROM: trying to read bootvar 'CONFIG_FILE'
Dec 10 10:58:56.344 ROM: trying to read bootvar 'BOOTLDR'
Dec 10 10:58:56.344 ROM: trying to read bootvar 'RSHELF'
Dec 10 10:58:56.344 ROM: trying to read bootvar 'DSHELF'
Dec 10 10:58:56.344 ROM: trying to read bootvar 'DSHELFINFO'
Dec 10 10:58:56.344 ROM: trying to read bootvar 'RESET_COUNTER'
Dec 10 10:58:56.344 ROM: trying to read bootvar 'CHRG_LOCRECSN'
Dec 10 10:58:56.344 ROM: trying to read bootvar 'CHRG_ID'
Dec 10 10:58:56.344 ROM: trying to read bootvar 'SLOTCACHE'
Dec 10 10:58:56.344 ROM: trying to read bootvar 'OVERTEMP'
Dec 10 10:58:56.344 ROM: trying to read bootvar 'DIAG'
Dec 10 10:58:56.344 ROM: trying to read bootvar 'WARM_REBOOT'
Dec 10 10:58:56.423 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x607e5fe8 (size=2)
Dec 10 10:58:56.423 CPU0: MTS: read  access to undefined address 0x3c080022 at pc=0x607e5be4 (size=1)
Dec 10 10:58:56.423 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x607e5c28 (size=1)
Dec 10 10:58:56.423 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x607e5c34, value=0x00000020 (size=1)
Dec 10 10:58:56.423 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x607e5c38 (size=1)
Dec 10 10:58:56.423 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x607e5c40, value=0x00000000 (size=1)
Dec 10 10:58:56.423 CPU0: MTS: read  access to undefined address 0x3c08002b at pc=0x607e5c4c (size=1)
Dec 10 10:58:56.423 CPU0: MTS: write access to undefined address 0x3c08002b at pc=0x607e5c58, value=0x00000040 (size=1)
Dec 10 10:58:56.423 CPU0: MTS: read  access to undefined address 0x3c080023 at pc=0x607e5c6c (size=1)
Dec 10 10:58:56.423 CPU0: MTS: write access to undefined address 0x3c080023 at pc=0x607e5c78, value=0x00000000 (size=1)
Dec 10 10:58:56.423 CPU0: MTS: read  access to undefined address 0x3c080023 at pc=0x607e5c84 (size=1)
Dec 10 10:58:56.423 CPU0: MTS: write access to undefined address 0x3c080023 at pc=0x607e5c94, value=0x00000080 (size=1)
Dec 10 10:58:56.423 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a34 (size=1)
Dec 10 10:58:56.423 CPU0: MTS: write access to undefined address 0x3c000002 at pc=0x607e7a40, value=0x00000080 (size=1)
Dec 10 10:58:56.423 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a44 (size=1)
Dec 10 10:58:56.463 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Dec 10 10:58:56.504 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Dec 10 10:58:56.544 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Dec 10 10:58:56.584 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Dec 10 10:58:56.624 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Dec 10 10:58:56.664 CPU0: MTS: read  access to undefined address 0x3c000002 at pc=0x607e7a6c (size=1)
Dec 10 10:58:56.664 CPU0: MTS: write access to undefined address 0x3c080007 at pc=0x607e5d80, value=0x00000002 (size=1)
Dec 10 10:58:56.664 CPU0: MTS: write access to undefined address 0x3c080008 at pc=0x607e5d88, value=0x00000002 (size=1)
Dec 10 10:58:56.664 CPU0: MTS: write access to undefined address 0x3c080009 at pc=0x607e5d90, value=0x00000002 (size=1)
Dec 10 10:58:56.664 CPU0: MTS: write access to undefined address 0x3c08000a at pc=0x607e5d94, value=0x00000002 (size=1)
Dec 10 10:58:56.664 CPU0: MTS: write access to undefined address 0x3c08000b at pc=0x607e5d98, value=0x00000002 (size=1)
Dec 10 10:58:56.664 CPU0: MTS: write access to undefined address 0x3c08000c at pc=0x607e5d9c, value=0x00000002 (size=1)
Dec 10 10:58:56.664 CPU0: MTS: read  access to undefined address 0x3c080022 at pc=0x607e6c20 (size=1)
Dec 10 10:58:56.915 CPU0: IO_FPGA: read from unknown addr 0x4c, pc=0x60248aa0 (size=2)
Dec 10 10:58:56.915 CPU0: IO_FPGA: write to unknown addr 0x4c, value=0x0, pc=0x60248aa8 (size=2)
Dec 10 10:58:56.915 CPU0: IO_FPGA: read from unknown addr 0x2e, pc=0x60248ac8 (size=2)
Dec 10 10:58:56.915 CPU0: IO_FPGA: write to unknown addr 0x2e, value=0x40, pc=0x60248ad8 (size=2)
Dec 10 10:58:56.948 CPU0: JIT: partial JIT flush (count=889)
Dec 10 10:58:57.244 CPU0: JIT: flushing data structures (compiled pages=1038)
Dec 10 10:58:57.543 CPU0: JIT: partial JIT flush (count=836)
Dec 10 10:58:57.745 ROM: trying to read bootvar 'PMDEBUG'
Dec 10 10:58:57.750 ROM: trying to read bootvar 'MONDEBUG'
Dec 10 10:58:57.985 ROM: unhandled syscall 0x0000001a at pc=0x60a786fc (a1=0x65067d24,a2=0x00000001,a3=0x00000023)
Dec 10 10:58:57.985 ROM: unhandled syscall 0x00000009 at pc=0x60a786fc (a1=0x65067d24,a2=0x00000001,a3=0x00000023)
Dec 10 10:58:58.036 CPU0: JIT: flushing data structures (compiled pages=1056)
Dec 10 10:58:58.210 CPU0: IO_FPGA: read from unknown addr 0x16, pc=0x607e5fa8 (size=2)
Dec 10 10:58:58.210 CPU0: IO_FPGA: write to unknown addr 0x16, value=0x1, pc=0x607e5fb0 (size=2)
Dec 10 10:58:58.213 ROM: trying to read bootvar 'ROM_PERSISTENT_UTC'
Dec 10 10:58:58.429 ROM: trying to set bootvar 'BSI=0'
Dec 10 10:58:58.430 ROM: trying to read bootvar 'RET_2_RCALTS'
Dec 10 10:58:58.430 ROM: trying to set bootvar 'RET_2_RCALTS='
Dec 10 10:58:58.440 ROM: trying to read bootvar 'RANDOM_NUM'
Dec 10 10:58:58.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:58:58.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:58:58.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:58:59.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:58:59.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:58:59.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:58:59.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:00.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:00.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:00.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:00.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:01.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:01.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:01.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:01.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:02.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:02.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:02.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:02.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:03.012 CPU0: JIT: partial JIT flush (count=866)
Dec 10 10:59:03.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:03.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:03.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:03.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:04.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:04.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:04.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:04.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:05.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:05.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:05.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:05.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:06.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:06.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:06.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:06.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:07.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:07.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:07.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:07.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:08.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:08.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:08.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:08.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:09.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:09.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:09.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:09.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:10.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:10.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:10.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:10.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:11.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:11.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:11.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:11.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:12.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:12.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:12.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:12.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:13.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:13.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:13.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:13.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:14.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:14.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:14.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:14.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:15.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:15.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:15.713 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:15.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:16.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:16.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:16.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:16.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:17.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:17.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:17.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:17.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:18.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:18.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:18.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:18.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:19.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:19.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:19.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:19.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:20.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:20.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:20.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:20.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:21.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:21.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:21.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:21.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:22.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:22.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:22.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:22.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:23.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:23.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:23.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:23.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:24.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:24.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:24.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:24.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:25.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:25.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:25.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:25.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:26.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:26.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:26.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:26.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:27.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:27.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:27.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:27.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:28.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:28.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:28.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:28.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:29.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:29.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:29.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:29.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:30.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:30.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:30.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:30.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:31.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:31.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:31.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:31.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:32.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:32.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:32.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:32.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:33.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:33.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:33.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:33.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:34.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:34.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:34.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:34.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:35.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:35.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:35.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:35.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:36.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:36.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:36.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:36.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:37.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:37.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:37.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:37.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:38.212 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:38.464 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:38.712 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
Dec 10 10:59:38.964 CPU0: MTS: read  access to undefined address 0x3c08002c at pc=0x607e6bfc (size=1)
